transaction_id	account_id	client_id	transaction_date	operation_type	amount	currency	balance_after	merchant_category	channel	counterparty	source_system	load_batch_id
300712	600017	200017	2022-12-28	DEPOSIT_TOPUP	1534.00	INR	19947	ATM	POS	Loan Servicer	ABS_CORE	ABS_2026_04_25
300713	600110	200110	2022-06-07	CARD_PAYMENT	-195.00	INR	3219	SALARY	ATM	Internal Transfer	ABS_CORE	ABS_2026_04_25
300714	600378	200378	2023-04-29	CASH_WITHDRAWAL	-205.00	INR	65841	RESTAURANT	MOBILE	Utility Provider	ABS_CORE	ABS_2026_04_25
300715	600829	200829	2023-10-30	CASH_WITHDRAWAL	-4334.37	INR	31992	TRANSPORT	POS	Utility Provider	ABS_CORE	ABS_2026_04_25
300716	600212	200212	2023-08-11	FEE	-3052.00	INR	88476	OTHER	ATM	Retail Merchant	ABS_CORE	ABS_2026_04_25
300717	600144	200144	2023-02-12	FEE	-1502.00	INR	12538	INVESTMENT	API	Investment Provider	ABS_CORE	ABS_2026_04_25
300718	600778	200778	2024-02-25	FEE	-495.00	INR	22333	RESTAURANT	WEB	Employer Ltd	ABS_CORE	ABS_2026_04_25
300719	600758	200758	2023-08-10	TRANSFER_IN	627.00	INR	6688	GROCERY	MOBILE	Loan Servicer	ABS_CORE	ABS_2026_04_25
300720	600497	200497	2023-08-27	DEPOSIT_TOPUP	3227.00	INR	37174	GROCERY	MOBILE	Loan Servicer	ABS_CORE	ABS_2026_04_25
300721	600104	200104	2023-10-30	INTEREST	2710.00	INR	93459	LOAN	POS	Internal Transfer	ABS_CORE	ABS_2026_04_25
300722	600320	200320	2023-05-27	TRANSFER_OUT	-4682.00	INR	98276	ATM	WEB	Loan Servicer	ABS_CORE	ABS_2026_04_25
300723	600494	200494	2024-01-04	CASH_WITHDRAWAL	-3454.00	INR	88097	TRANSPORT	WEB	Loan Servicer	ABS_CORE	ABS_2026_04_25
300724	600079	200079	2023-04-16	CARD_PAYMENT	-3628.00	INR	10483	UTILITIES	POS	Loan Servicer	ABS_CORE	ABS_2026_04_25
300725	600124	200124	2022-07-26	FEE	-2213.00	INR	17415	TRANSPORT	BRANCH	Internal Transfer	ABS_CORE	ABS_2026_04_25
300726	600507	200507	2024-03-20	INTEREST	170.00	INR	69014	LOAN	ATM	Loan Servicer	ABS_CORE	ABS_2026_04_25
300727	600895	200895	2022-04-20	DEPOSIT_TOPUP	3051.00	INR	68497	GROCERY	MOBILE	Retail Merchant	ABS_CORE	ABS_2026_04_25
300728	600445	200445	2024-07-05	SALARY	3849.00	INR	54469	INVESTMENT	MOBILE	Investment Provider	ABS_CORE	ABS_2026_04_25
300729	600910	200910	2022-06-09	TRANSFER_IN	1910.00	INR	89114	UTILITIES	MOBILE	Investment Provider	ABS_CORE	ABS_2026_04_25
300730	600983	200983	2023-09-15	LOAN_PAYMENT	-2075.00	INR	22288	INVESTMENT	POS	Employer Ltd	ABS_CORE	ABS_2026_04_25
300731	600483	200483	2023-03-04	LOAN_PAYMENT	-3327.00	INR	71526	UTILITIES	ATM	Investment Provider	ABS_CORE	ABS_2026_04_25
300732	600732	200732	2024-12-24	CARD_PAYMENT	-2113.00	INR	46858	ATM	WEB	Utility Provider	ABS_CORE	ABS_2026_04_25
300733	600153	200153	2022-07-05	CARD_PAYMENT	-4158.00	INR	73276	RESTAURANT	API	Utility Provider	ABS_CORE	ABS_2026_04_25
300734	600204	200204	2024-12-27	INTEREST	2852.00	INR	63741	LOAN	MOBILE	Retail Merchant	ABS_CORE	ABS_2026_04_25
300735	600062	200062	2022-05-22	TRANSFER_IN	2325.00	INR	31148	TRANSPORT	MOBILE	Loan Servicer	ABS_CORE	ABS_2026_04_25
300736	600572	200572	2022-05-08	LOAN_PAYMENT	-2563.00	INR	96797	GROCERY	ATM	Employer Ltd	ABS_CORE	ABS_2026_04_25
300737	600126	200126	2023-04-09	DEPOSIT_TOPUP	2291.00	INR	4025	OTHER	API	Employer Ltd	ABS_CORE	ABS_2026_04_25
300738	600376	200376	2023-01-24	DEPOSIT_TOPUP	4645.00	INR	39052	RESTAURANT	POS	Investment Provider	ABS_CORE	ABS_2026_04_25
300739	600656	200656	2022-04-21	CASH_WITHDRAWAL	-2977.00	INR	96147	OTHER	ATM	Retail Merchant	ABS_CORE	ABS_2026_04_25
300740	600748	200748	2024-11-10	TRANSFER_IN	4941.00	INR	89401	RESTAURANT	POS	Retail Merchant	ABS_CORE	ABS_2026_04_25
300741	600129	200129	2022-11-12	DEPOSIT_TOPUP	2469.00	INR	11100	ATM	POS	Investment Provider	ABS_CORE	ABS_2026_04_25
300742	600098	200098	2023-03-26	FEE	-3830.00	INR	77299	ONLINE_SHOP	ATM	Retail Merchant	ABS_CORE	ABS_2026_04_25
300743	600802	200802	2022-10-03	TRANSFER_OUT	-871.00	INR	18812	TRANSPORT	POS	Utility Provider	ABS_CORE	ABS_2026_04_25
300744	600146	200146	2024-03-25	CARD_PAYMENT	-3125.00	INR	26629	ATM	BRANCH	Retail Merchant	ABS_CORE	ABS_2026_04_25
300745	600140	200140	2025-01-23	FEE	-2321.00	INR	87312	SALARY	API	Internal Transfer	ABS_CORE	ABS_2026_04_25
300746	600375	200375	2022-09-14	INTEREST	4048.00	INR	60694	TRANSPORT	ATM	Investment Provider	ABS_CORE	ABS_2026_04_25
300747	600402	200402	2024-08-13	DEPOSIT_TOPUP	1738.00	INR	59627	LOAN	MOBILE	Employer Ltd	ABS_CORE	ABS_2026_04_25
300748	600235	200235	2023-02-22	LOAN_PAYMENT	-3329.00	INR	2947	INVESTMENT	BRANCH	Investment Provider	ABS_CORE	ABS_2026_04_25
300749	600862	200862	2024-03-12	TRANSFER_IN	1676.00	INR	17989	RESTAURANT	API	Utility Provider	ABS_CORE	ABS_2026_04_25
300750	600860	200860	2025-03-11	FEE	-4596.00	INR	73111	LOAN	API	Employer Ltd	ABS_CORE	ABS_2026_04_25
300751	600701	200701	2023-04-23	DEPOSIT_TOPUP	2222.00	INR	36704	ATM	ATM	Retail Merchant	ABS_CORE	ABS_2026_04_25
300752	600886	200886	2023-10-15	FEE	-4169.00	INR	64729	ATM	API	Internal Transfer	ABS_CORE	ABS_2026_04_25
300753	600218	200218	2022-12-06	TRANSFER_OUT	-4067.00	INR	88567	SALARY	MOBILE	Utility Provider	ABS_CORE	ABS_2026_04_25
300754	600955	200955	2024-10-17	CARD_PAYMENT	-561.00	INR	55111	ONLINE_SHOP	WEB	Employer Ltd	ABS_CORE	ABS_2026_04_25
300755	600538	200538	2024-10-19	SALARY	1673.00	INR	78707	ATM	BRANCH	Employer Ltd	ABS_CORE	ABS_2026_04_25
300756	600937	200937	2022-09-14	CARD_PAYMENT	-2157.53	INR	13779	OTHER	MOBILE	Retail Merchant	ABS_CORE	ABS_2026_04_25
300757	600662	200662	2022-11-30	FEE	-4923.09	INR	35702	SALARY	BRANCH	Loan Servicer	ABS_CORE	ABS_2026_04_25
300758	600052	200052	2023-07-17	SALARY	4720.00	INR	20090	GROCERY	POS	Retail Merchant	ABS_CORE	ABS_2026_04_25
300759	600883	200883	2022-09-04	FEE	-2843.00	INR	1729	OTHER	API	Internal Transfer	ABS_CORE	ABS_2026_04_25
300760	600502	200502	2024-09-04	INTEREST	167.00	INR	11186	TRANSPORT	BRANCH	Employer Ltd	ABS_CORE	ABS_2026_04_25
300761	600190	200190	2022-04-29	TRANSFER_IN	4894.00	INR	42949	UTILITIES	ATM	Retail Merchant	ABS_CORE	ABS_2026_04_25
300762	600429	200429	2023-07-18	CASH_WITHDRAWAL	-2910.00	INR	14211	GROCERY	WEB	Loan Servicer	ABS_CORE	ABS_2026_04_25
300763	600727	200727	2024-08-31	CASH_WITHDRAWAL	-3860.00	INR	80727	INVESTMENT	MOBILE	Utility Provider	ABS_CORE	ABS_2026_04_25
300764	600670	200670	2025-02-05	CARD_PAYMENT	-1076.00	INR	50162	ATM	API	Employer Ltd	ABS_CORE	ABS_2026_04_25
300765	600919	200919	2023-10-25	LOAN_PAYMENT	-3374.00	INR	73106	INVESTMENT	BRANCH	Loan Servicer	ABS_CORE	ABS_2026_04_25
300766	600412	200412	2023-11-27	CARD_PAYMENT	-102.00	INR	40807	TRANSPORT	ATM	Investment Provider	ABS_CORE	ABS_2026_04_25
300767	600151	200151	2023-01-23	CASH_WITHDRAWAL	-3378.00	INR	93460	UTILITIES	WEB	Retail Merchant	ABS_CORE	ABS_2026_04_25
300768	600282	200282	2022-07-17	INTEREST	668.00	INR	5134	SALARY	ATM	Loan Servicer	ABS_CORE	ABS_2026_04_25
300769	600450	200450	2024-09-25	CARD_PAYMENT	-1448.00	INR	16326	RESTAURANT	MOBILE	Investment Provider	ABS_CORE	ABS_2026_04_25
300770	600359	200359	2025-02-25	FEE	-3947.00	INR	9782	OTHER	API	Retail Merchant	ABS_CORE	ABS_2026_04_25
300771	600579	200579	2024-11-19	CASH_WITHDRAWAL	-3693.00	INR	59832	TRANSPORT	BRANCH	Utility Provider	ABS_CORE	ABS_2026_04_25
300772	600481	200481	2023-04-02	TRANSFER_IN	102.00	INR	88000	ATM	POS	Loan Servicer	ABS_CORE	ABS_2026_04_25
300773	600988	200988	2022-08-26	TRANSFER_IN	2765.00	INR	4223	GROCERY	ATM	Loan Servicer	ABS_CORE	ABS_2026_04_25
300774	600383	200383	2025-03-08	TRANSFER_OUT	-3521.00	INR	47074	RESTAURANT	API	Loan Servicer	ABS_CORE	ABS_2026_04_25
300775	600075	200075	2023-07-02	TRANSFER_OUT	-886.00	INR	20747	UTILITIES	MOBILE	Retail Merchant	ABS_CORE	ABS_2026_04_25
300776	600388	200388	2025-02-15	TRANSFER_IN	1016.00	INR	60232	RESTAURANT	ATM	Investment Provider	ABS_CORE	ABS_2026_04_25
300777	600323	200323	2024-10-08	TRANSFER_OUT	-1332.00	INR	30547	RESTAURANT	ATM	Utility Provider	ABS_CORE	ABS_2026_04_25
300778	600302	200302	2022-09-25	FEE	-3274.00	INR	89579	RESTAURANT	BRANCH	Internal Transfer	ABS_CORE	ABS_2026_04_25
300779	600363	200363	2024-08-16	LOAN_PAYMENT	-1878.00	INR	87720	INVESTMENT	WEB	Loan Servicer	ABS_CORE	ABS_2026_04_25
300780	600703	200703	2022-05-23	CARD_PAYMENT	-430.00	INR	87922	OTHER	WEB	Utility Provider	ABS_CORE	ABS_2026_04_25
300781	600550	200550	2023-09-11	DEPOSIT_TOPUP	640.00	INR	46652	ATM	API	Loan Servicer	ABS_CORE	ABS_2026_04_25
300782	600815	200815	2024-06-25	LOAN_PAYMENT	-4458.00	INR	45793	INVESTMENT	POS	Loan Servicer	ABS_CORE	ABS_2026_04_25
300783	600813	200813	2024-01-15	INTEREST	2196.00	INR	81433	ONLINE_SHOP	MOBILE	Utility Provider	ABS_CORE	ABS_2026_04_25
300784	600478	200478	2025-01-11	CASH_WITHDRAWAL	-588.00	INR	3611	INVESTMENT	API	Loan Servicer	ABS_CORE	ABS_2026_04_25
300785	600190	200190	2023-10-17	FEE	-4593.00	INR	97517	OTHER	MOBILE	Employer Ltd	ABS_CORE	ABS_2026_04_25
300786	600577	200577	2022-07-06	CARD_PAYMENT	-3782.00	INR	49429	ATM	API	Retail Merchant	ABS_CORE	ABS_2026_04_25
300787	600644	200644	2024-05-14	CARD_PAYMENT	-1779.00	INR	59053	UTILITIES	WEB	Internal Transfer	ABS_CORE	ABS_2026_04_25
300788	600342	200342	2024-12-20	CASH_WITHDRAWAL	-1272.42	INR	90813	UTILITIES	MOBILE	Employer Ltd	ABS_CORE	ABS_2026_04_25
300789	600166	200166	2023-09-02	TRANSFER_IN	568.00	INR	2653	GROCERY	WEB	Investment Provider	ABS_CORE	ABS_2026_04_25
300790	600467	200467	2022-04-09	DEPOSIT_TOPUP	940.00	INR	35236	SALARY	WEB	Utility Provider	ABS_CORE	ABS_2026_04_25
300791	600258	200258	2024-01-02	LOAN_PAYMENT	-3549.00	INR	50440	LOAN	API	Internal Transfer	ABS_CORE	ABS_2026_04_25
300792	600317	200317	2024-04-20	TRANSFER_OUT	-4256.00	INR	67940	INVESTMENT	BRANCH	Internal Transfer	ABS_CORE	ABS_2026_04_25
300793	600271	200271	2022-08-31	SALARY	1032.00	INR	52595	OTHER	WEB	Investment Provider	ABS_CORE	ABS_2026_04_25
300794	600029	200029	2024-01-23	TRANSFER_IN	3284.75	INR	69129	RESTAURANT	POS	Loan Servicer	ABS_CORE	ABS_2026_04_25
300795	600965	200965	2023-10-04	TRANSFER_IN	3170.00	INR	46087	UTILITIES	API	Employer Ltd	ABS_CORE	ABS_2026_04_25
300796	600807	200807	2024-12-02	CASH_WITHDRAWAL	-3742.00	INR	63998	RESTAURANT	ATM	Employer Ltd	ABS_CORE	ABS_2026_04_25
300797	600469	200469	2024-03-04	FEE	-1680.00	INR	55885	GROCERY	API	Utility Provider	ABS_CORE	ABS_2026_04_25
300798	600205	200205	2022-11-13	SALARY	4050.00	INR	78380	RESTAURANT	BRANCH	Utility Provider	ABS_CORE	ABS_2026_04_25
300799	600241	200241	2024-01-26	DEPOSIT_TOPUP	899.00	INR	62991	TRANSPORT	API	Utility Provider	ABS_CORE	ABS_2026_04_25
300800	600157	200157	2022-12-19	LOAN_PAYMENT	-3573.00	INR	24930	GROCERY	WEB	Utility Provider	ABS_CORE	ABS_2026_04_25
300801	600352	200352	2024-06-08	INTEREST	985.00	INR	57350	SALARY	API	Utility Provider	ABS_CORE	ABS_2026_04_25
300802	600934	200934	2024-12-25	DEPOSIT_TOPUP	3411.00	INR	96627	LOAN	API	Utility Provider	ABS_CORE	ABS_2026_04_25
300803	600781	200781	2023-05-14	DEPOSIT_TOPUP	3180.00	INR	98261	UTILITIES	MOBILE	Utility Provider	ABS_CORE	ABS_2026_04_25
300804	600409	200409	2024-11-01	SALARY	4833.00	INR	92405	SALARY	POS	Internal Transfer	ABS_CORE	ABS_2026_04_25
300805	600546	200546	2024-07-04	FEE	-3144.00	INR	96050	OTHER	BRANCH	Utility Provider	ABS_CORE	ABS_2026_04_25
300806	600906	200906	2024-04-10	TRANSFER_OUT	-2730.00	INR	52899	ATM	MOBILE	Employer Ltd	ABS_CORE	ABS_2026_04_25
300807	600513	200513	2024-03-12	DEPOSIT_TOPUP	3581.00	INR	39366	TRANSPORT	API	Utility Provider	ABS_CORE	ABS_2026_04_25
300808	600141	200141	2024-01-26	CARD_PAYMENT	-1008.00	INR	80449	ONLINE_SHOP	MOBILE	Internal Transfer	ABS_CORE	ABS_2026_04_25
300809	600095	200095	2024-09-26	TRANSFER_IN	1797.00	INR	34826	SALARY	ATM	Employer Ltd	ABS_CORE	ABS_2026_04_25
300810	600318	200318	2023-05-11	FEE	-398.00	INR	11266	GROCERY	MOBILE	Internal Transfer	ABS_CORE	ABS_2026_04_25
300811	600183	200183	2023-08-03	INTEREST	5729.80	INR	22124	TRANSPORT	WEB	Retail Merchant	ABS_CORE	ABS_2026_04_25
300812	600354	200354	2023-04-06	CASH_WITHDRAWAL	-4520.00	INR	12338	SALARY	BRANCH	Utility Provider	ABS_CORE	ABS_2026_04_25
300813	600326	200326	2022-08-02	INTEREST	1799.00	INR	83866	SALARY	API	Internal Transfer	ABS_CORE	ABS_2026_04_25
300814	600011	200011	2023-05-28	DEPOSIT_TOPUP	3804.00	INR	9934	SALARY	BRANCH	Employer Ltd	ABS_CORE	ABS_2026_04_25
300815	600435	200435	2024-02-19	CASH_WITHDRAWAL	-3373.00	INR	97859	OTHER	WEB	Investment Provider	ABS_CORE	ABS_2026_04_25
300816	600381	200381	2023-04-03	LOAN_PAYMENT	-1959.00	INR	49527	INVESTMENT	MOBILE	Retail Merchant	ABS_CORE	ABS_2026_04_25
300817	600804	200804	2024-03-11	DEPOSIT_TOPUP	1098.00	INR	61327	INVESTMENT	WEB	Loan Servicer	ABS_CORE	ABS_2026_04_25
300818	600081	200081	2024-08-22	LOAN_PAYMENT	-457.00	INR	43327	OTHER	MOBILE	Utility Provider	ABS_CORE	ABS_2026_04_25
300819	600527	200527	2024-10-24	FEE	-1851.00	INR	36011	SALARY	BRANCH	Internal Transfer	ABS_CORE	ABS_2026_04_25
300820	600288	200288	2025-01-21	FEE	-2487.00	INR	44217	LOAN	MOBILE	Retail Merchant	ABS_CORE	ABS_2026_04_25
300821	600910	200910	2023-10-30	LOAN_PAYMENT	-1043.00	INR	35422	RESTAURANT	WEB	Employer Ltd	ABS_CORE	ABS_2026_04_25
300822	600691	200691	2023-08-25	CARD_PAYMENT	-140.00	INR	61365	INVESTMENT	MOBILE	Utility Provider	ABS_CORE	ABS_2026_04_25
300823	600300	200300	2022-05-04	CARD_PAYMENT	-1033.00	INR	54072	LOAN	MOBILE	Employer Ltd	ABS_CORE	ABS_2026_04_25
300824	600223	200223	2024-04-26	CASH_WITHDRAWAL	-4172.00	INR	13200	ATM	API	Retail Merchant	ABS_CORE	ABS_2026_04_25
300825	600544	200544	2023-08-07	TRANSFER_OUT	-1326.00	INR	36444	UTILITIES	BRANCH	Investment Provider	ABS_CORE	ABS_2026_04_25
300826	600096	200096	2022-12-28	TRANSFER_IN	1390.00	INR	14609	LOAN	WEB	Employer Ltd	ABS_CORE	ABS_2026_04_25
300827	600353	200353	2024-04-16	TRANSFER_OUT	-3788.00	INR	85371	INVESTMENT	POS	Internal Transfer	ABS_CORE	ABS_2026_04_25
300828	600041	200041	2023-02-13	LOAN_PAYMENT	-4260.00	INR	29861	GROCERY	ATM	Investment Provider	ABS_CORE	ABS_2026_04_25
300829	600741	200741	2023-09-23	CASH_WITHDRAWAL	-1604.00	INR	22875	SALARY	POS	Loan Servicer	ABS_CORE	ABS_2026_04_25
300830	600080	200080	2023-04-26	SALARY	4906.00	INR	50258	SALARY	WEB	Retail Merchant	ABS_CORE	ABS_2026_04_25
300831	600736	200736	2023-08-31	SALARY	938.00	INR	73123	TRANSPORT	WEB	Retail Merchant	ABS_CORE	ABS_2026_04_25
300832	600812	200812	2023-05-29	SALARY	612.00	INR	84240	RESTAURANT	POS	Investment Provider	ABS_CORE	ABS_2026_04_25
300833	600552	200552	2024-10-02	TRANSFER_OUT	-2602.00	INR	2408	GROCERY	MOBILE	Investment Provider	ABS_CORE	ABS_2026_04_25
300834	600484	200484	2025-03-14	DEPOSIT_TOPUP	3175.00	INR	32247	RESTAURANT	API	Loan Servicer	ABS_CORE	ABS_2026_04_25
300835	600796	200796	2023-05-24	INTEREST	4440.00	INR	88349	GROCERY	POS	Internal Transfer	ABS_CORE	ABS_2026_04_25
300836	600931	200931	2024-07-31	SALARY	2696.00	INR	41927	RESTAURANT	BRANCH	Internal Transfer	ABS_CORE	ABS_2026_04_25
300837	600212	200212	2022-04-05	DEPOSIT_TOPUP	1521.00	INR	81924	UTILITIES	MOBILE	Employer Ltd	ABS_CORE	ABS_2026_04_25
300838	600473	200473	2024-05-31	LOAN_PAYMENT	-1970.00	INR	89775	TRANSPORT	ATM	Utility Provider	ABS_CORE	ABS_2026_04_25
300839	600018	200018	2023-01-11	TRANSFER_OUT	-1916.00	INR	2217	TRANSPORT	POS	Employer Ltd	ABS_CORE	ABS_2026_04_25
300840	600745	200745	2022-07-31	FEE	-1973.00	INR	7807	OTHER	WEB	Loan Servicer	ABS_CORE	ABS_2026_04_25
300841	600609	200609	2023-03-30	DEPOSIT_TOPUP	4133.00	INR	25638	LOAN	POS	Retail Merchant	ABS_CORE	ABS_2026_04_25
300842	600351	200351	2023-12-12	LOAN_PAYMENT	-3342.00	INR	29471	LOAN	ATM	Internal Transfer	ABS_CORE	ABS_2026_04_25
300843	600874	200874	2024-04-17	TRANSFER_OUT	-2173.00	INR	93653	INVESTMENT	API	Utility Provider	ABS_CORE	ABS_2026_04_25
300844	600513	200513	2024-07-30	SALARY	3383.00	INR	37788	SALARY	BRANCH	Loan Servicer	ABS_CORE	ABS_2026_04_25
300845	600872	200872	2023-03-29	CASH_WITHDRAWAL	-4850.00	INR	49765	LOAN	POS	Employer Ltd	ABS_CORE	ABS_2026_04_25
300846	600664	200664	2025-02-25	INTEREST	4073.00	INR	19090	ATM	MOBILE	Employer Ltd	ABS_CORE	ABS_2026_04_25
300847	600768	200768	2024-03-29	FEE	-2312.00	INR	84072	GROCERY	ATM	Investment Provider	ABS_CORE	ABS_2026_04_25
300848	600598	200598	2024-12-18	LOAN_PAYMENT	-3952.00	INR	22365	OTHER	WEB	Internal Transfer	ABS_CORE	ABS_2026_04_25
300849	600783	200783	2024-04-21	SALARY	2803.00	INR	75367	INVESTMENT	API	Internal Transfer	ABS_CORE	ABS_2026_04_25
300850	600240	200240	2024-02-15	INTEREST	653.00	INR	40562	UTILITIES	WEB	Investment Provider	ABS_CORE	ABS_2026_04_25
300851	600971	200971	2022-04-16	CASH_WITHDRAWAL	-1828.00	INR	11387	SALARY	ATM	Utility Provider	ABS_CORE	ABS_2026_04_25
300852	600113	200113	2022-08-12	TRANSFER_IN	2792.00	INR	90166	UTILITIES	API	Internal Transfer	ABS_CORE	ABS_2026_04_25
300853	600563	200563	2023-06-21	TRANSFER_OUT	-4802.00	INR	35011	SALARY	POS	Employer Ltd	ABS_CORE	ABS_2026_04_25
300854	600327	200327	2023-02-28	CASH_WITHDRAWAL	-3598.00	INR	24368	ATM	POS	Investment Provider	ABS_CORE	ABS_2026_04_25
300855	600545	200545	2023-12-09	DEPOSIT_TOPUP	3622.00	INR	19835	LOAN	WEB	Employer Ltd	ABS_CORE	ABS_2026_04_25
300856	600845	200845	2025-02-27	TRANSFER_IN	2445.00	INR	54364	UTILITIES	WEB	Employer Ltd	ABS_CORE	ABS_2026_04_25
300857	600703	200703	2023-04-02	LOAN_PAYMENT	-481.00	INR	9126	LOAN	API	Utility Provider	ABS_CORE	ABS_2026_04_25
300858	600699	200699	2023-07-09	DEPOSIT_TOPUP	2664.00	INR	10806	OTHER	API	Internal Transfer	ABS_CORE	ABS_2026_04_25
300859	600354	200354	2025-01-15	DEPOSIT_TOPUP	3654.00	INR	73809	ONLINE_SHOP	API	Retail Merchant	ABS_CORE	ABS_2026_04_25
300860	600546	200546	2024-09-09	TRANSFER_IN	707.00	INR	75848	OTHER	POS	Investment Provider	ABS_CORE	ABS_2026_04_25
300861	600082	200082	2023-10-15	DEPOSIT_TOPUP	1402.00	INR	40389	GROCERY	MOBILE	Investment Provider	ABS_CORE	ABS_2026_04_25
300862	600109	200109	2024-03-25	FEE	-2377.00	INR	86839	TRANSPORT	MOBILE	Retail Merchant	ABS_CORE	ABS_2026_04_25
300863	600760	200760	2024-07-27	DEPOSIT_TOPUP	3683.00	INR	69144	INVESTMENT	POS	Utility Provider	ABS_CORE	ABS_2026_04_25
300864	600870	200870	2024-06-22	FEE	-3533.00	INR	84365	ATM	API	Utility Provider	ABS_CORE	ABS_2026_04_25
300865	600179	200179	2023-09-06	TRANSFER_OUT	-2539.00	INR	70335	ATM	ATM	Employer Ltd	ABS_CORE	ABS_2026_04_25
300866	600066	200066	2024-01-10	TRANSFER_OUT	-1449.00	INR	16770	OTHER	WEB	Internal Transfer	ABS_CORE	ABS_2026_04_25
300867	600250	200250	2024-07-22	FEE	-4179.66	INR	76076	ONLINE_SHOP	ATM	Internal Transfer	ABS_CORE	ABS_2026_04_25
300868	600512	200512	2023-08-16	LOAN_PAYMENT	-3277.00	INR	45977	UTILITIES	ATM	Internal Transfer	ABS_CORE	ABS_2026_04_25
300869	600465	200465	2023-09-18	CASH_WITHDRAWAL	-3008.00	INR	55128	GROCERY	API	Retail Merchant	ABS_CORE	ABS_2026_04_25
300870	600176	200176	2025-03-16	DEPOSIT_TOPUP	1929.00	INR	27068	INVESTMENT	WEB	Internal Transfer	ABS_CORE	ABS_2026_04_25
300871	600072	200072	2024-02-23	SALARY	3087.00	INR	78226	INVESTMENT	BRANCH	Loan Servicer	ABS_CORE	ABS_2026_04_25
300872	600795	200795	2023-05-15	INTEREST	4585.00	INR	90442	GROCERY	WEB	Internal Transfer	ABS_CORE	ABS_2026_04_25
300873	600847	200847	2023-07-10	SALARY	2406.00	INR	95533	SALARY	API	Retail Merchant	ABS_CORE	ABS_2026_04_25
300874	600372	200372	2023-04-15	INTEREST	4163.00	INR	19440	LOAN	WEB	Retail Merchant	ABS_CORE	ABS_2026_04_25
300875	600106	200106	2023-03-14	SALARY	1619.00	INR	20436	OTHER	BRANCH	Loan Servicer	ABS_CORE	ABS_2026_04_25
300876	600173	200173	2022-09-24	LOAN_PAYMENT	-3763.00	INR	96322	UTILITIES	ATM	Internal Transfer	ABS_CORE	ABS_2026_04_25
300877	600215	200215	2023-01-14	LOAN_PAYMENT	-3937.00	INR	85253	TRANSPORT	WEB	Loan Servicer	ABS_CORE	ABS_2026_04_25
300878	600503	200503	2023-07-24	SALARY	2564.00	INR	14454	ATM	MOBILE	Loan Servicer	ABS_CORE	ABS_2026_04_25
300879	600455	200455	2022-09-22	FEE	-3939.00	INR	44423	RESTAURANT	POS	Employer Ltd	ABS_CORE	ABS_2026_04_25
300880	600426	200426	2024-06-30	TRANSFER_IN	677.00	INR	30395	UTILITIES	POS	Employer Ltd	ABS_CORE	ABS_2026_04_25
300881	600026	200026	2025-02-25	LOAN_PAYMENT	-2142.00	INR	49059	OTHER	MOBILE	Loan Servicer	ABS_CORE	ABS_2026_04_25
300882	600298	200298	2023-01-02	TRANSFER_IN	3022.00	INR	10142	OTHER	API	Employer Ltd	ABS_CORE	ABS_2026_04_25
300883	600486	200486	2023-01-12	SALARY	3581.00	INR	19209	UTILITIES	API	Loan Servicer	ABS_CORE	ABS_2026_04_25
300884	600131	200131	2023-02-20	SALARY	710.00	INR	64095	SALARY	MOBILE	Loan Servicer	ABS_CORE	ABS_2026_04_25
300885	600086	200086	2024-04-11	TRANSFER_OUT	-3455.00	INR	47140	OTHER	MOBILE	Utility Provider	ABS_CORE	ABS_2026_04_25
300886	600598	200598	2023-05-24	LOAN_PAYMENT	-270.00	INR	36155	INVESTMENT	API	Investment Provider	ABS_CORE	ABS_2026_04_25
300887	600415	200415	2024-09-21	TRANSFER_IN	2875.00	INR	55126	ATM	API	Utility Provider	ABS_CORE	ABS_2026_04_25
300888	600601	200601	2024-06-12	LOAN_PAYMENT	-627.00	INR	73498	INVESTMENT	MOBILE	Internal Transfer	ABS_CORE	ABS_2026_04_25
300889	600886	200886	2024-10-03	TRANSFER_IN	1212.00	INR	50337	INVESTMENT	WEB	Utility Provider	ABS_CORE	ABS_2026_04_25
300890	600495	200495	2023-06-03	CARD_PAYMENT	-4986.00	INR	16451	TRANSPORT	MOBILE	Utility Provider	ABS_CORE	ABS_2026_04_25
300891	600316	200316	2022-08-24	TRANSFER_IN	4554.00	INR	39026	RESTAURANT	POS	Loan Servicer	ABS_CORE	ABS_2026_04_25
300892	600808	200808	2023-01-16	TRANSFER_OUT	-2438.00	INR	1881	ATM	WEB	Internal Transfer	ABS_CORE	ABS_2026_04_25
300893	600583	200583	2023-06-24	CARD_PAYMENT	-1340.00	INR	50927	INVESTMENT	ATM	Loan Servicer	ABS_CORE	ABS_2026_04_25
300894	600207	200207	2023-03-09	CARD_PAYMENT	-3808.00	INR	90882	SALARY	API	Retail Merchant	ABS_CORE	ABS_2026_04_25
300895	600974	200974	2023-10-02	CASH_WITHDRAWAL	-4568.00	INR	30333	RESTAURANT	POS	Investment Provider	ABS_CORE	ABS_2026_04_25
300896	600866	200866	2022-12-24	CASH_WITHDRAWAL	-586.00	INR	51759	GROCERY	WEB	Investment Provider	ABS_CORE	ABS_2026_04_25
300897	600535	200535	2023-07-03	SALARY	505.00	INR	91464	UTILITIES	API	Loan Servicer	ABS_CORE	ABS_2026_04_25
300898	600878	200878	2022-04-11	FEE	-3757.00	INR	11278	UTILITIES	BRANCH	Investment Provider	ABS_CORE	ABS_2026_04_25
